name,sku,cost,manufacturer,bullets,Image_URL,description,Specsheet_URL,Warranty_URL,Manual_URL
"CTP48SG 48"" Refrigerated 4 Pan Glass Top Cover Countertop Salad Bar",CTP48SG,399,COLDLINE,"
                            
<ul>
 	<li>Holds temperature between 33°F to 41°F</li>
 	<li>AISI 304 stainless steel construction</li>
 	<li>Digital temperature controller and display</li>
 	<li>Removable flat glass cover</li>
 	<li>Static cooling system with continuous evaporator</li>
 	<li>CFC free refrigerant and foam</li>
 	<li>Fits 4 x 1/3 size stainless steel pans (included)</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/vrx1200_130x.jpg?v=1612897969,"
      Keep salad, condiments, toppings, and other food items cold on this four pan countertop salad bar. This commercial refrigerated salad bar is perfect for pizza shops, restaurants, and food service establishments that serve a variety of cold salads. A self-contained unit, our salad bar refrigerator maximizes energy consumption and consistently maintains your toppings within the 33°F to 41°F temperature range. A digital temperature controller makes it super easy for your staff to adjust the temperature, while an automatic defrosts feature increases the efficiency of the unit.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp48sg-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp-series-manual.pdf
"SD46 46"" Glass Top Ice Cream Freezer - 11 Cu. Ft.",SD46,418,COLDLINE,"
                            <ul>
    <li>Flat glass top lid with two sliding doors</li>
    <li>White painted steel with white plastic trim exterior</li>
    <li>Embossed aluminum interior walls</li>
    <li>Preinstalled low profile casters with brakes</li>
    <li>Built-in lock for security</li>
    <li>Plast trim and door frames</li>
    <li>Rear drain plug for manual defrosting</li>
    <li>Coated wire baskets included</li>
    <li>Hydro-Carbon R290 refrigerant</li>     
</ul>
                          ",https://usrbrands.com/cdn/shop/products/sd302_130x.jpg?v=1666839181,"
      The Coldline commercial ice cream freezer is an all-round merchandiser for showcasing your frozen items. This ice cream display keeps your treats at the proper temperature, prolonging their shelf life while at the same time maximizing sales potential. Four casters make it easier to position the unit in a fixed location. Even better, heat reflective door lids keep the cold air in, and the freezer features durable construction, so you get longer-lasting performance.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/sd46-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/sd-series-manual.pdf
"CTP60SG 60"" Refrigerated 6 Pan Glass Top Cover Countertop Salad Bar",CTP60SG,432,COLDLINE,"
                            
<ul>
 	<li>Holds temperature between 33°F to 41°F</li>
 	<li>AISI 304 stainless steel construction</li>
 	<li>Digital temperature controller and display</li>
 	<li>Removable flat glass cover</li>
 	<li>Static cooling system with continuous evaporator</li>
 	<li>CFC free refrigerant and foam</li>
 	<li>Fits 6 x 1/3 size stainless steel pans (included)</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/vrx1500_130x.jpg?v=1612897971,"
      Keep salad, condiments, toppings, and other food items cold on this six pan countertop salad bar. This commercial refrigerated salad bar is perfect for pizza shops, restaurants, and food service establishments that serve a variety of cold salads. A self-contained unit, our salad bar refrigerator maximizes energy consumption and consistently maintains your toppings within the 33°F to 41°F temperature range. A digital temperature controller makes it super easy for your staff to adjust the temperature, while an automatic defrosts feature increases the efficiency of the unit.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp60sg-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp-series-manual.pdf
XS260 39” Curved Glass Top Display Ice Cream Freezer - 9.2 Cu. Ft.,XS260,477,COLDLINE,"
                            <ul>
<li>Curved glass top lid with two sliding doors</li>
<li>White painted steel exterior</li>
<li>Gray plastic door frame</li>
<li>Embossed aluminum interior</li>
<li>Foamed-in-place polyurethane insulation</li>
<li>Preinstalled low profile casters with brakes</li>
<li>Built-in lock for security</li>
<li>LED lighting interior</li>
<li>Holds temperature -15°F and below</li>
<li>Rear drain plug for manual defrosting</li>
<li>Coated wire baskets included</li>
<li>Hydro-Carbon R290 refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/xs260-ice-cream-freezer-angle_130x.jpg?v=1755750028,"
      This Coldline curved glass top ice cream display freezer is designed to boost your impulse sales of ice cream, popsicles, pints of sorbet, and frozen appetizers. It features a high-efficiency refrigeration system, a durable stainless steel design, and a high-accessibility curved glass top display. Built for school concession stands, diners, and convenience stores, this ice cream display machine keeps top-selling frozen novelties within easy reach to boost selling potential.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/xs260-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usrbrands.com/products/xs260-39-curved-glass-top-display-diamond-series-ice-cream-freezer-9-2-cu-ft
"CTP70SG 71"" Refrigerated 8 Pan Glass Top Cover Countertop Salad Bar",CTP70SG,484,COLDLINE,"
                            
<ul>
 	<li>Holds temperature between 33°F to 41°F</li>
 	<li>AISI 304 stainless steel construction</li>
 	<li>Digital temperature controller and display</li>
 	<li>Removable flat glass cover</li>
 	<li>Static cooling system with continuous evaporator</li>
 	<li>CFC free refrigerant and foam</li>
 	<li>Fits 8 x 1/3 size stainless steel pans (included)</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/vrx1800_130x.jpg?v=1612898152,"
      Keep salad, condiments, toppings, and other food items cold on this six pan countertop salad bar. This commercial refrigerated salad bar is perfect for pizza shops, restaurants, and food service establishments that serve a variety of cold salads. A self-contained unit, our salad bar refrigerator maximizes energy consumption and consistently maintains your toppings within the 33°F to 41°F temperature range. A digital temperature controller makes it super easy for your staff to adjust the temperature, while an automatic defrosts feature increases the efficiency of the unit.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp70sg-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp-series-manual.pdf
"CF60 60"" Commercial Chest Freezer - 15.0 cu. ft.",CF60,507,COLDLINE,"
                            <ul>
 	<li>Exterior cabinet made of white powdered coated steel</li>
 	<li>External bottom in galvanized steel</li>
 	<li>Interior liner made of pre-painted steel</li>
 	<li>Manual controls</li>
 	<li>Solid lids with injected polyurethane, with heavy duty hinges</li>
 	<li>Lock system with key</li>
 	<li>Manual defrost</li>
 	<li>CFC-free foamed in place</li>
 	<li>(1) Interior basket included</li>
 	<li>15.0 cubic feet</li>
 	<li>Holds temperature between -10°F to 0°F</li>
 	<li>(4) Casters total, (2) with brakes</li>
 	<li>cETLus, ETL-S, NSF</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/cf60_1-2_130x.jpg?v=1612898461,"
      This Coldline commercial chest freezer sets new standards for performance and durability. Featuring a robust white powdered coated stainless steel design, a high-efficiency refrigeration system and a manual control thermometer, this freezer is meant for ice cream shops, concession stands, restaurants, markets, and convenience stores. Safely protect your ice cream, burger patties, entrees and other frozen items from tampering with a built-in lock (and key). Bring reliability to your commercial kitchen with a Coldline freezer that’s designed to perform smoothly over the long run.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cf60-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/chest-freezer-series-manual.pdf
"SD54 54"" Glass Top Ice Cream Freezer - 13 Cu. Ft.",SD54,518,COLDLINE,"
                            <ul>
    <li>Flat glass top lid with two sliding doors</li>
    <li>White painted steel with white plastic trim exterior</li>
    <li>Embossed aluminum interior walls</li>
    <li>Preinstalled low profile casters with brakes</li>
    <li>Built-in lock for security</li>
    <li>Plast trim and door frames</li>
    <li>Rear drain plug for manual defrosting</li>
    <li>Coated wire baskets included</li>
    <li>Hydro-Carbon R290 refrigerant</li>     
</ul>
                          ",https://usrbrands.com/cdn/shop/products/sd302_02262b1a-2f62-4da0-8598-7fa4036c6eb4_130x.jpg?v=1666839275,"
      The Coldline commercial ice cream freezer is an all-round merchandiser for showcasing your frozen items. This ice cream display keeps your treats at the proper temperature, prolonging their shelf life while at the same time maximizing sales potential. Four casters make it easier to position the unit in a fixed location. Even better, heat reflective door lids keep the cold air in, and the freezer features durable construction, so you get longer-lasting performance.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/sd54-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/sd-series-manual.pdf
CBD-2 Double 3 Gallon Bowl Refrigerated Beverage Dispenser with Stirring System,CBD-2,536,COLDLINE,"
                            <ul>
<li>Food-grade high-density polycarbonate unbreakable container</li>
<li>Stainless steel tap lever</li>
<li>Middle or high back pressure compressor</li>
<li>R290 gas refrigerant</li>
<li>Stirring system</li>
<li>Holds the temperature between <span data-mce-fragment=""1"">44.6 - 53.6°F</span>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cbd-2-web_1_130x.jpg?v=1706609642,"
      This commercial beverage dispenser is designed for restaurants and diners that want to offer refreshingly chilled beverages. Boost impulse sales in your food service business by offering guests dispense juice, lemonade and other cold drinks. Take advantage of simple controls to set the appropriate product temperature, and keep your most popular cold drinks flowing to increase profitability.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cbd-2-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/cbd-series-manual.pdf
"CTP80SS 80"" Refrigerated Countertop Salad Bar, Stainless Steel Topping Rail, 9 Pans",CTP80SS,538,COLDLINE,"
                            <ul>
<li>80"" stainless steel countertop refrigerated prep rail</li>
<li>Accommodates 6"" deep (9) 1/3 size or (18) 1/6 size food pans(sold separately)</li>
<li>Stainless steel interior and exterior construction</li>
<li>Easy to use digital temperature controller</li>
<li>Holding temperature range: 33 - 41 degrees F</li>
<li>Plastic non-scratch feet included</li>
<li>Stainless steel lift-up lid for convenient access and enhanced food safety</li>
<li>Includes removable dividers</li>
<li>Hydro-Carbon R600a refrigerant</li>
<li>110v Plug and Play<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/ctp80ss_tabletop-salad-bars-with-salad_1_130x.jpg?v=1724662113,"
      Keep salad, condiments, toppings, and other food items cold on this nine pan countertop salad bar. This commercial refrigerated salad bar is perfect for pizza shops, restaurants, and food service establishments that serve a variety of cold salads. A self-contained unit, our salad bar refrigerator maximizes energy consumption and consistently maintains your toppings within the 33°F to 41°F temperature range. A digital temperature controller makes it super easy for your staff to adjust the temperature, while an automatic defrosts feature increases the efficiency of the unit.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp80ss-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp-series-manual.pdf
XS360 50” Curved Glass Top Display Ice Cream Freezer - 13 Cu. Ft.,XS360,552,COLDLINE,"
                            <ul>
<li>Curved glass top lid with two sliding doors</li>
<li>White painted steel exterior</li>
<li>Gray plastic door frame</li>
<li>Embossed aluminum interior</li>
<li>Foamed-in-place polyurethane insulation</li>
<li>Preinstalled low profile casters with brakes</li>
<li>Built-in lock for security</li>
<li>LED lighting interior</li>
<li>Holds temperature -15°F and below</li>
<li>Rear drain plug for manual defrosting</li>
<li>Coated wire baskets included</li>
<li>Hydro-Carbon R290 refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/xs360-ice-cream-freezer-angle_130x.jpg?v=1755666391,"
      This Coldline curved glass top ice cream display freezer is designed to boost your impulse sales of ice cream, popsicles, pints of sorbet, and frozen appetizers. It features a high-efficiency refrigeration system, a durable stainless steel design, and a high-accessibility curved glass top display. Built for school concession stands, diners, and convenience stores, this ice cream display machine keeps top-selling frozen novelties within easy reach to boost selling potential.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/xs360-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usrbrands.com/products/xs360-50-curved-glass-top-display-diamond-series-ice-cream-freezer-13-cu-ft
"CTP80SG 80"" Refrigerated Countertop Salad Bar, Glass Topping Rail, 9 Pans",CTP80SG,578,COLDLINE,"
                            <ul>
<li>Countertop refrigerated prep rail</li>
<li>Sneeze guard included</li>
<li>Stainless steel exterior and interior</li>
<li>Fits (9) 1/3 size or (18) 1/6 size food pans (sold separately)</li>
<li>Digital temperature controller and display</li>
<li>Eco-friendly R600a refrigerant<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/ctp80-countertop-topping-rail_130x.jpg?v=1724662231,"
      Keep salad, condiments, toppings, and other food items cold on this nine pan countertop salad bar. This commercial refrigerated salad bar is perfect for pizza shops, restaurants, and food service establishments that serve a variety of cold salads. A self-contained unit, our salad bar refrigerator maximizes energy consumption and consistently maintains your toppings within the 33°F to 41°F temperature range. A digital temperature controller makes it super easy for your staff to adjust the temperature, while an automatic defrosts feature increases the efficiency of the unit.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp80sg-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/ctp-series-manual.pdf
"Coldline G8E-B 22"" Single Glass Door Merchandiser Refrigerator with LED Lighting - Black",G8E-B,585,COLDLINE,"
                            <ul>
<li>9 cu. ft. capacity</li>
<li>Double-layer tempered glass</li>
<li>Swing glass door</li>
<li>Includes door lock and key</li>
<li>(4) adjustable coated steel shelves</li>
<li>32° to 50°F temperature range</li>
<li>R600a refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/g8e-b_130x.jpg?v=1706005661,"
      With its 9 cu.ft. capacity, this Coldline G8E-B refrigerator provides ample space to showcase and refrigerate your products and maintains consistent temperatures, ensuring that your perishable goods stay fresh and at their best quality. Enhance your display, attract customers, and keep your merchandise at the optimal temperature with this stylish and reliable refrigeration solution.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/g8e-b-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usrbrands.com/products/coldline-g8e-b-22-single-glass-door-merchandiser-refrigerator-with-led-lighting-black
