Brand,SKU,Dealer Price
Coldline,WCP10X16-FL,6164.0
Coldline,WCP10X18,5217.0
Coldline,WCP10X18-FL,6596.0
Coldline,WCP10X20,5524.0
Coldline,WCP10X20-FL,7027.0
Coldline,WCP12X12,4344.0
Coldline,WCP12X12-FL,5392.0
Coldline,WCP12X14,4675.0
Coldline,WCP12X14-FL,5872.0
Coldline,WCP12X16,5336.0
Coldline,WCP12X16-FL,6833.0
Coldline,WCP12X18,5667.0
Coldline,WCP12X18-FL,7313.0
Coldline,WCP12X20,5997.0
Coldline,WCP12X20-FL,7793.0
Coldline,WCP14X14,5177.0
Coldline,WCP14X14-FL,6591.0
Coldline,WCP14X16,5893.0
Coldline,WCP14X16-FL,7660.0
Coldline,WCP14X18,6250.0
Coldline,WCP14X18-FL,8194.0
Coldline,WCP14X20,6608.0
Coldline,WCP14X20-FL,8728.0
Coldline,WCP6X10,3079.0
Coldline,WCP6X10-FL,3586.0
Coldline,WCP6X12,3345.0
Coldline,WCP6X12-FL,3936.0
Coldline,WCP6X6,2549.0
Coldline,WCP6X6-FL,2886.0
Coldline,WCP6X8,2814.0
Coldline,WCP6X8-FL,3236.0
Coldline,WCP8X10,3391.0
Coldline,WCP8X10-FL,4028.0
Coldline,WCP8X12,3678.0
Coldline,WCP8X12-FL,4421.0
Coldline,WCP8X14,3965.0
Coldline,WCP8X14-FL,4814.0
Coldline,WCP8X16,4539.0
Coldline,WCP8X16-FL,5601.0
Coldline,WCP8X18,4826.0
Coldline,WCP8X18-FL,5994.0
Coldline,WCP8X20,5113.0
Coldline,WCP8X20-FL,6387.0
Coldline,WCP8X8,3104.0
Coldline,WCP8X8-FL,3635.0
Coldline,WCS10X12,6648.0
Coldline,WCS6X10,4603.0
Coldline,WCS6X8,4240.0
Coldline,WCS8X10,5202.0
Coldline,WFP10X10-FL,4799.0
Coldline,WFP10X12-FL,5272.0
Coldline,WFP10X14-FL,5745.0
Coldline,WFP10X16-FL,6690.0
Coldline,WFP10X18-FL,7163.0
Coldline,WFP10X20-FL,7636.0
Coldline,WFP12X12-FL,5797.0
Coldline,WFP12X14-FL,6316.0
Coldline,WFP12X16-FL,7356.0
Coldline,WFP12X18-FL,7876.0
Coldline,WFP12X20-FL,8395.0
Coldline,WFP14X14-FL,7052.0
Coldline,WFP14X16-FL,8201.0
Coldline,WFP14X18-FL,8778.0
Coldline,WFP14X20-FL,9442.0
Coldline,WFP6X10-FL,3859.0
Coldline,WFP6X12-FL,4240.0
Coldline,WFP6X6-FL,3096.0
Coldline,WFP6X8-FL,3478.0
Coldline,WFP8X10-FL,4337.0
Coldline,WFP8X12-FL,4765.0
Coldline,WFP8X14-FL,5193.0
Coldline,WFP8X16-FL,6050.0
Coldline,WFP8X18-FL,6478.0
Coldline,WFP8X20-FL,6906.0
Coldline,WFP8X8-FL,3908.0
Coldline,XS160,385.0
Coldline,XS260,477.0
Coldline,XS360,552.0
Coldline,XS500YX,816.0
Coldline,XS700YX,1260.0
Cookline,3G,664.0
Cookline,4E,839.0
Cookline,4G,799.0
Cookline,C-DW-1,502.0
Cookline,C-DW-2,705.0
Cookline,C-DW-3,820.0
Cookline,CC100-DBL,4404.0
Cookline,CC100-SGL,2307.0
Cookline,CCB-24,422.0
Cookline,CCB-36,564.0
Cookline,CCB-48,748.0
Cookline,CCB-60,967.0
Cookline,CF-40E-208-1,1108.0
Cookline,CF-40E-208-3,1108.0
Cookline,CF-40E-240-1,1108.0
Cookline,CF-40E-240-3,1108.0
Cookline,CF40-LP,591.0
Cookline,CF40-NG,591.0
Cookline,CF50-LP,642.0
Cookline,CF50-NG,642.0
Cookline,CF75-LP,738.0
Cookline,CF75-NG,738.0
Cookline,CGG-24M,399.0
Cookline,CGG-36M,528.0
Cookline,CGG-36T-HD,813.0
Cookline,CGG-48M,725.0
Cookline,CGG-48T-HD,1089.0
Cookline,CGG-60T-HD,1271.0
Cookline,CHP-12-2,289.0
Cookline,CHP-24-4,446.0
Cookline,CHP-36-6,655.0
Cookline,CM-1,227.0
Cookline,CM-2,421.0
Cookline,CPO-1,462.0
Cookline,CPO-2,681.0
Cookline,CPO-2D,836.0
Cookline,CPO-STK,35.0
Cookline,CR24-4,1046.0
Cookline,CR36-12G,1429.0
Cookline,CR36-24G,1462.0
Cookline,CR36-6,1191.0
Cookline,CR36-6C,1809.0
Cookline,CR60-10,2174.0
Cookline,CR60-24G,2325.0
Cookline,CR60-24RG,2491.0
Cookline,CSD-1AE,353.0
Cookline,CSM-24-RM,743.0
Cookline,CSM-24-WM,743.0
Cookline,CSM-36-RM,926.0
Cookline,CSM-36-WM,926.0
Cookline,CSP1,371.0
Cookline,CSP2,621.0
Cookline,CT2,335.0
Cookline,CTF2,808.0
Cookline,CTF3-LP,910.0
Cookline,CTF3-NG,910.0
Cookline,DF15-1-120,105.0
Cookline,DF15-2-120,189.0
Cookline,DF15-2-220,189.0
Cookline,DOF-125,1454.0
Cookline,DOF-170,1628.0
Cookline,DOF-30,914.0
Cookline,DOF-40,1170.0
Cookline,ER-268,1233.0
Cookline,ER24-208,1456.0
Cookline,ER24-240,1456.0
Cookline,ER36-208,2104.0
Cookline,ER36-240,2104.0
Cookline,ES23,606.0
Cookline,FCOE-208,1901.0
Cookline,FCOE-240,1901.0
Cookline,GR-268,1233.0
Cookline,GS2,439.0
Cookline,HCVE-16-120,356.0
Cookline,IC-1800,105.0
Cookline,IC-3500,117.0
Cookline,IC-3600F,228.0
Cookline,IC-3600S,225.0
Cookline,LG2-E,608.0
Cookline,OV12,739.0
Cookline,OV14,817.0
Cookline,PC-1-LP,1405.0
Cookline,PC-1-NG,1405.0
Cookline,PG-1,213.0
Cookline,PG-2,290.0
Cookline,SP-1W,504.0
Cookline,TF40-NG,530.0
Cookline,TF50-NG,611.0
Cookline,TR36-6,1138.0
Cookline,XFS,32.0
HILO,HILO-ES,4286.0
HILO,JACK-4N,265.0
HILO,JACK-4S,269.0
Machia,MB36-B,1144.0
Machia,MB36-W,1144.0
Machia,MB48-B,1374.0
Machia,MB48-W,1374.0
Magister,ES100-220,2848.0
Magister,ES60-110,2041.0
Magister,ES70-110,2099.0
Marchia,CA45,123.0
Marchia,CA70,158.0
Marchia,GIC-10,4166.0
Marchia,GIC-10-ST,4300.0
Marchia,GIC-13,4989.0
Marchia,GIC-13-ST,5150.0
Marchia,GIC-7,3363.0
Marchia,GIC-7-ST,3475.0
Marchia,HCA45,220.0
Marchia,HSA50,218.0
Marchia,MB36,1144.0
Marchia,MB48,1374.0
Marchia,MB60,1537.0
Marchia,MB60-B,1537.0
Marchia,MB60-W,1537.0
Marchia,MB72,1929.0
Marchia,MBT-ST-C,2415.0
Marchia,MBT36,1348.0
Marchia,MBT36-ST,1534.0
Marchia,MBT48,1546.0
Marchia,MBT48-ST,1634.0
Marchia,MBT60,1728.0
Marchia,MBT60-ST,2050.0
Marchia,MBT72,2059.0
Marchia,MBT72-ST,2356.0
Marchia,MDC100,367.0
Marchia,MDC100-W,367.0
Marchia,MDC120-ST,504.0
Marchia,MDC121,504.0
Marchia,MDC121-W,504.0
Marchia,MDC130,731.0
Marchia,MDC160-ST,586.0
Marchia,MDC161,550.0
Marchia,MDC161-W,550.0
Marchia,MDC201,896.0
Marchia,MDC260-ST,812.0
Marchia,MDC261,812.0
Marchia,MDC78B,359.0
Marchia,MDC78S,359.0
Marchia,MDC78W,359.0
Marchia,MDCC125,530.0
Marchia,MDCR78,614.0
Marchia,MDCR78-W,614.0
Marchia,MDS200,2165.0
Marchia,MDS250,1595.0
Marchia,MDS30,1664.0
Marchia,MDS380,1773.0
Marchia,MDS390,1805.0
Marchia,MDS390-SS,1881.0
Marchia,MDS48,3164.0
Marchia,MDS48G,3228.0
Marchia,MDS60,4126.0
Marchia,MDS72,4442.0
Marchia,MDS72G,4506.0
Marchia,MH36,1396.0
Marchia,MH36-ST,1419.0
Marchia,MH48,1642.0
Marchia,MH48-ST,1894.0
Marchia,MHC121,389.0
Marchia,MHC161,440.0
Marchia,MHCC136,425.0
Marchia,MHCC186,527.0
Marchia,MHCC76,299.0
Marchia,MHCC96,386.0
Marchia,MHS1200,2963.0
Marchia,MHS4,1297.0
Marchia,MHS900,2720.0
Marchia,MPC158,743.0
Marchia,MSTAR36,2547.0
Marchia,MSTAR48,2751.0
Marchia,MSTAR60,3278.0
Marchia,MSU140S,524.0
Marchia,MSU150S,549.0
Marchia,MSU160S,570.0
Marchia,MSU170S,617.0
Marchia,MTRS6,581.0
Marchia,MVS300,833.0
Marchia,MVS500,1430.0
Marchia,MVS500-B,1430.0
Marchia,MVS500-W,1430.0
Marchia,MVS800,1815.0
Marchia,MVSR100,525.0
Marchia,MVSR400,1665.0
Marchia,SA50,106.0
Marchia,SA60,180.0
Marchia,SHCC136,425.0
Marchia,SHCC186,527.0
Marchia,SHCC76,299.0
Marchia,SHCC96,386.0
Marchia,TMB25,1410.0
Marchia,TMB36,1596.0
Marchia,TMB48,1782.0
Marchia,TMB60,2178.0
Marchia,USTAR-T25,260.0
Marchia,USTAR-T36,559.0
Marchia,USTAR-T48,658.0
Marchia,USTAR-T60,849.0
Marchia,USTAR36,2077.0
Marchia,USTAR36G,2077.0
Marchia,USTAR48,2255.0
Marchia,USTAR48G,2255.0
Marchia,USTAR72G,3016.0
Prepline,BDW2,480.0
Prepline,CWP-64-BF,9.0
Prepline,CWP-74-BF,11.0
Prepline,CWS-1824,17.0
Prepline,CWS-1836,25.0
Prepline,CWS-1848,31.0
Prepline,CWS-1860,38.0
Prepline,CWS-1872,44.0
Prepline,CWS-2436,28.0
Prepline,CWS-2448,40.0
Prepline,CWS-2460,50.0
Prepline,CWS-2472,59.0
Prepline,DW2N,603.0
Prepline,EGD16,226.0
Prepline,EGD24,307.0
Prepline,EGD30,345.0
Prepline,ERC60,160.0
Prepline,ERC60X,78.0
Prepline,EST30-2O,482.0
Prepline,EST48-3O,599.0
Prepline,EST60-4O,711.0
Prepline,EST60-4O-110,711.0
Prepline,EST74-5O,863.0
Prepline,ESTC30-2S,781.0
Prepline,ESTC48-3S,972.0
Prepline,ESTC60-4O-110,950.0
Prepline,ESTC60-4S-110,1166.0
Prepline,ESTC74-5O,1163.0
Prepline,ESTC74-5S,1359.0
Prepline,EquipmenBt20M,761.0
Prepline,EquipmenBt30M,897.0
Prepline,EquipmenBtM4,212.0
Prepline,EquipmenBtM6,279.0
Prepline,EquipmenCtJ5,96.0
Prepline,EquipmenCtSP-69,2419.0
Prepline,EquipmenCtSP-81,2560.0
Prepline,EquipmenCtU-15,76.0
Prepline,EquipmenCtW3-5,169.0
Prepline,EquipmenDtR12-1,841.0
Prepline,EquipmenDtR12-2,934.0
Prepline,EquipmenDtR18-1,1016.0
Prepline,EquipmenDtR18-2,1174.0
Prepline,EquipmenFtD-10R,165.0
Prepline,EquipmenFtM32,654.0
Prepline,EquipmenFtSP-89,2764.0
Prepline,EquipmenFtSS-89,3117.0
Prepline,EquipmenFtSS-89-220,3247.0
Prepline,EquipmenGt,480.0
Prepline,EquipmenHtBS220,289.0
Prepline,EquipmenHtBS250,343.0
Prepline,EquipmenHtBS300,469.0
Prepline,EquipmenHtBS350,1059.0
Prepline,EquipmenHtWD-10,236.0
Prepline,EquipmenItTD-5GR,77.0
Prepline,EquipmenJtC-600,406.0
Prepline,EquipmenJtUICEFASTER1000,322.0
Prepline,EquipmenJtUICEFASTER2000,488.0
Prepline,EquipmenMt,316.0
Prepline,EquipmenPtCFP-3B,767.0
Prepline,EquipmenPtCFP-5B,775.0
Prepline,EquipmenPtCP15,85.0
Prepline,EquipmenPtFP-4D,636.0
Prepline,EquipmenPtFW500,91.0
Prepline,EquipmenPtFW500NT,130.0
Prepline,EquipmenPtHL-MH12,150.0
Prepline,EquipmenPtHLM10B-T,652.0
Prepline,EquipmenPtHLM20B-T,826.0
Prepline,EquipmenPtHLM30B-T,1648.0
Prepline,EquipmenPtHLM40B-T,2109.0
Prepline,EquipmenPtIB500-12,179.0
Prepline,EquipmenPtIB500-16,276.0
Prepline,EquipmenPtIB500-20,288.0
Prepline,EquipmenPtIB750-12,276.0
Prepline,EquipmenPtIB750-16,322.0
Prepline,EquipmenPtIB750-20,334.0
Prepline,EquipmenPtIBW750,223.0
Prepline,EquipmenPtLC-300,554.0
Prepline,EquipmenPtLS64,721.0
Prepline,EquipmenPtMGA12,158.0
Prepline,EquipmenPtMGA22,188.0
Prepline,EquipmenPtSB6000-B,57.0
Prepline,EquipmenPtSS-6000,70.0
Prepline,EquipmenPtT-4S,71.0
Prepline,EquipmenWt,70.0
Prepline,FW12,194.0
Prepline,FW18,240.0
Prepline,GST30-2O,554.0
Prepline,GST48-3O,672.0
Prepline,GST60-4O,783.0
Prepline,GST74-5O,900.0
Prepline,GSTC30-2S,894.0
Prepline,GSTC48-3O,1218.0
Prepline,GSTC48-3S,1069.0
Prepline,GSTC60-4S,1263.0
Prepline,GSTC74-5S,1499.0
Prepline,HFW1,386.0
Prepline,HFW2,590.0
Prepline,HFW3,836.0
Prepline,HFW4,1089.0
Prepline,IBIN-21,120.0
Prepline,IBIN-28,141.0
Prepline,MC1,109.0
Prepline,MPI1836,1268.0
Prepline,MPN1812,798.0
Prepline,MPN1836,972.0
Prepline,P-EFGC-034-36,85.0
Prepline,P-EFGC-034-48,91.0
Prepline,P-EFGC-034-60,108.0
Prepline,PACM-1A,279.0
Prepline,PACM-3D,260.0
Prepline,PAICM-3D,655.0
Prepline,PCM-3D,259.0
Prepline,PCM1A,180.0
Prepline,PCM2D-1,180.0
Prepline,PDM1,99.0
Prepline,PDM2,213.0
Prepline,PDM3,285.0
Prepline,PDW2-F,39.0
Prepline,PDW2-L,44.0
Prepline,PFP-11-6,15.0
Prepline,PFP-12-4,7.0
Prepline,PFP-12-6,11.0
Prepline,PFP-13-4,6.0
Prepline,PFP-13-6,9.0
Prepline,PFP-16-4,4.0
Prepline,PFP-16-6,6.0
Prepline,PFP-19-4,4.0
Prepline,PFP-19-6,6.0
Prepline,PPFP13-4,4.0
Prepline,PPFP16-4,2.0
Prepline,PPFPL13,2.0
Prepline,PPFPL16,1.0
Prepline,PSG-LT-27-S,338.0
Prepline,PSG-LT-30,377.0
Prepline,PSG-LT-36-S,361.0
Prepline,PSG-LT-46-S,433.0
Prepline,PSG-LT-48,466.0
Prepline,PSG-LT-60,555.0
Prepline,PSG-LT-60-S,585.0
Prepline,PSG-LT-70-S,680.0
Prepline,PSG-LT-74,684.0
Prepline,PSP20,37.0
Prepline,PSP40,85.0
Prepline,PSPS40,145.0
Prepline,PSPT40,178.0
Prepline,PTD3084,313.0
Prepline,PTD3684,333.0
Prepline,PTD6084,622.0
Prepline,PTD7284,661.0
Prepline,PWPF6,22.0
Prepline,QD3436,83.0
Prepline,QD3448,86.0
Prepline,QD3460,105.0
Prepline,SBIN-10,66.0
Prepline,SBIN-5,50.0
Prepline,SG-1527-S,118.0
Prepline,SG-1530,126.0
Prepline,SG-1536-S,130.0
Prepline,SG-1546-S,147.0
Prepline,SG-1548,142.0
Prepline,SG-1560,171.0
Prepline,SG-1570-S,192.0
Prepline,SG-1574,195.0
Prepline,SLO-1,1770.0
Prepline,SLO-2,3565.0
Prepline,SS,40.0
Prepline,SW24,91.0
Prepline,SW36,95.0
Prepline,SW48,99.0
Prepline,SW60,104.0
Prepline,WL550,69.0
Prepline,ZWP-64-BF,8.0
Prepline,ZWP-74-BF,9.0
Prepline,ZWS-1824,13.0
Prepline,ZWS-1836,21.0
Prepline,ZWS-1848,25.0
Prepline,ZWS-1860,33.0
Prepline,ZWS-1872,38.0
Prepline,ZWS-2424,20.0
Prepline,ZWS-2436,27.0
Prepline,ZWS-2448,34.0
Prepline,ZWS-2460,43.0
Prepline,ZWS-2472,51.0
Southwood,RG4-LP,1784.0
Southwood,RG4-NG,1784.0
Southwood,RG7-LP,2578.0
Southwood,RG7-NG,2578.0
Standard,Range,991.0
Unity,U-22FE,972.0
Unity,U-22RE,806.0
Unity,U-40M,829.0
Unity,U-48M,1010.0
Unity,U-72M,1562.0
Unity,U-BB1,376.0
Unity,U-BB2,539.0
Unity,U-BB3,668.0
Unity,U-BF2,307.0
Unity,U-BR2,250.0
Unity,U-CF1,368.0
Unity,U-CF2,384.0
Unity,U-CF3,500.0
Unity,U-CR1,172.0
Unity,U-CR2,230.0
Unity,U-CR4,269.0
Unity,U-GM2-S,1375.0
Unity,U-GM3,1679.0
Unity,U-GM3-S,1899.0
